GR;Count;Cons;Size;Col;Dis;Time;WtCns;En;Cap;Fast;PRG;NOI;Thrd;SLI;AUD;Con;SAL22;SAL23
BH;Israel;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;8;E;9;YES;6;46;NO;n.a.;NO;VOICE CONTROL;2,79E+00;5,67E+00
BH;Israel;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;9;E;10;YES;6;45;YES;n.a.;NO;VOICE CONTROL;2,99E+00;2,73E+00
BH;Israel;BUILT IN/UNDER;SLIMLINE;METAL LOOK;YES;YES;8;E;9;YES;6;46;NO;NO;NO;VOICE CONTROL;3,14E-01;3,18E+00
BH;Israel;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;E;9;YES;5;48;NO;NO;NO;VOICE CONTROL;5,69E+00;0.000105018
BH;Israel;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;F;9;YES;4;48;YES;NO;NO;NO;0,00;9,25E-02
EL;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;11;n.a.;13;NO;6;47;NO;n.a.;n.a.;NO;6,61E-03;2,47E-01
EL;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;11;n.a.;13;NO;6;47;NO;n.a.;n.a.;NO;0,00;3,43E-02
EL;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;13;YES;5;47;NO;NO;NO;NO;3,70E-01;3,21E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;11;A;13;NO;5;47;NO;NO;NO;NO;0,00;1,14E-01
EL;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;11;n.a.;13;YES;6;44;YES;NO;NO;NO;3,83E+00;4,46E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;SILVER;YES;YES;11;D;14;NO;7;44;YES;NO;NO;NO;0,00;3,43E-02
EL;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;13;NO;5;49;NO;n.a.;NO;NO;8,39E+00;0.00013902
EL;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;13;NO;5;49;NO;n.a.;NO;NO;4,56E+00;0.000163223
EL;Israel;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;10;E;14;NO;5;46;YES;n.a.;NO;NO;0.00011934;0.000144711
EL;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;NO;6;46;NO;n.a.;NO;NO;0,00;1,03E-01
EL;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;11;D;15;YES;8;45;YES;n.a.;NO;NO;5,10E+00;4,16E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;E;13;NO;5;46;NO;YES;NO;NO;9,50E+00;1,65E-01
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;13;YES;5;44;NO;YES;NO;NO;2,64E-02;7,74E-02
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;NO;7;44;NO;YES;NO;NO;0.000229016;0.000257938
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;E;14;NO;7;44;YES;YES;NO;NO;0.000182384;0.000315532
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;13;NO;7;44;YES;YES;NO;NO;0.000480478;0.000380561
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;n.a.;14;NO;8;44;YES;YES;NO;NO;0,00;9,60E-01
EL;Israel;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;D;10;NO;7;44;YES;NO;NO;NO;0.000119219;0.000114959
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;D;13;NO;7;42;NO;YES;NO;NO;1,84E-01;4,40E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;15;NO;7;39;YES;NO;NO;NO;5,99E+00;4,54E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;n.a.;13;YES;8;39;YES;YES;NO;NO;2,43E-01;8,73E-02
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;13;NO;7;39;YES;YES;NO;NO;0.000319988;0.000375402
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;n.a.;14;NO;6;39;YES;NO;NO;NO;0,00;9,55E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;n.a.;13;YES;8;39;YES;n.a.;NO;NO;1,98E-01;5,48E-02
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;n.a.;13;NO;6;0;YES;NO;NO;NO;3,51E+00;2,44E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;14;NO;6;39;YES;YES;NO;NO;0,00;1,80E-01
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;F;13;NO;5;49;NO;YES;NO;NO;0.000227053;0.000599202
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;E;14;NO;8;44;YES;NO;NO;NO;0.000131952;0.000209744
EL;Israel;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;10;NO;8;44;YES;NO;NO;NO;0.000113361;0.000186154
EL;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;D;14;NO;6;42;YES;NO;NO;NO;0,00;9,43E-01
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;NO;8;46;NO;YES;NO;NO;0.000127459;0.000171471
EL;Israel;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;E;9;YES;8;44;NO;YES;NO;NO;6,66E+00;6,79E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;NO;6;44;NO;NO;NO;NO;0,00;2,11E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;WHITE;YES;YES;9;E;13;NO;6;46;NO;NO;NO;NO;0,00;1,29E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;13;NO;6;46;NO;NO;NO;NO;0,00;2,45E-01
EL;Israel;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;9;n.a.;9;NO;6;47;NO;n.a.;NO;NO;0,00;6,85E-02
EL;Israel;FREESTANDING;SLIMLINE;WHITE;YES;YES;10;n.a.;9;NO;6;49;NO;n.a.;n.a.;NO;5,39E-01;3,08E-01
EL;Israel;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;10;n.a.;9;NO;6;47;NO;n.a.;n.a.;NO;6,31E-01;5,39E-01
EL;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;11;n.a.;13;NO;6;47;NO;n.a.;n.a.;NO;0,00;3,43E-02
EL;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;F;13;NO;6;47;NO;n.a.;NO;NO;0.00010065;5,87E+00
EL;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;11;F;13;NO;6;47;NO;n.a.;NO;NO;0.000112927;0.000207186
EL;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;11;F;13;NO;6;46;NO;n.a.;NO;NO;0.000105681;2,69E+00
EL;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;11;n.a.;13;NO;6;45;NO;n.a.;n.a.;NO;0,00;9,80E-02
EL;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;11;n.a.;12;NO;6;45;n.a.;n.a.;n.a.;n.a.;0,00;5,82E-02
EL;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;10;E;14;YES;5;44;YES;n.a.;NO;NO;8,95E+00;0.000137834
EL;Israel;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;9;n.a.;9;NO;6;49;NO;NO;NO;NO;0,00;2,40E-01
EL;Israel;BUILT IN/UNDER;SLIMLINE;STAINLESS STEEL;YES;YES;9;n.a.;9;YES;6;47;NO;NO;NO;NO;0,00;1,16E-01
EL;Israel;BUILT IN/UNDER;FULLSIZE;WHITE;YES;YES;9;n.a.;13;NO;6;47;NO;n.a.;n.a.;NO;7,55E+00;3,52E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;11;n.a.;15;YES;6;44;YES;n.a.;NO;NO;0,00;5,99E-02
EL;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;E;14;NO;6;44;YES;NO;NO;NO;5,64E+00;8,17E+00
EL;Israel;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;9;n.a.;9;NO;5;47;NO;NO;n.a.;NO;1,69E+00;9,19E-01
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;F;13;NO;5;49;NO;YES;n.a.;NO;1,73E-01;8,08E-02
EL;Israel;BUILT IN/UNDER;FULLSIZE;WHITE;YES;YES;11;n.a.;15;NO;7;44;YES;YES;n.a.;n.a.;3,16E-01;9,25E-02
EL;Israel;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;YES;9;E;10;NO;8;46;YES;n.a.;NO;NO;0.00018595;0.000136756
EL;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;10;D;14;NO;7;44;YES;n.a.;NO;NO;0,00;7,13E-04
EL;Israel;FREESTANDING;SLIMLINE;WHITE;YES;YES;9;n.a.;9;NO;6;46;NO;n.a.;NO;NO;9,45E+00;0.000116478
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;D;15;NO;8;44;YES;YES;NO;NO;9,13E+00;8,85E-02
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;n.a.;15;NO;6;44;YES;NO;NO;NO;0,00;2,35E+00
EL;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;11;n.a.;13;NO;5;47;NO;n.a.;n.a.;NO;7,91E-01;2,74E-01
EL;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;11;n.a.;13;NO;5;47;NO;n.a.;NO;NO;3,13E-01;1,66E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;11;n.a.;13;NO;7;47;NO;n.a.;n.a.;NO;0,00;6,46E-02
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;E;13;NO;6;47;NO;YES;NO;NO;6,15E-01;2,58E+00
EL;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;n.a.;14;NO;n.a.;44;YES;NO;NO;NO;9,01E-01;0.000121472
EL;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;NO;6;46;NO;NO;NO;NO;2,10E-01;1,77E-01
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;n.a.;B;14;NO;6;38;YES;NO;NO;NO;0,00;3,33E-01
WH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;14;NO;8;46;YES;n.a.;NO;NO;6,32E+00;6,72E+00
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;YES;10;41;YES;NO;NO;NO;2,23E+00;1,10E+00
WH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;14;NO;8;46;NO;n.a.;n.a.;NO;5,16E+00;3,17E-01
WH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;14;YES;8;46;YES;n.a.;n.a.;NO;0.000237067;0.000117736
WH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;A;14;NO;7;41;YES;n.a.;NO;NO;8,03E-01;2,74E+00
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;NO;9;n.a.;14;YES;8;46;YES;NO;n.a.;NO;1,36E+00;7,09E-02
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;n.a.;14;YES;10;41;NO;NO;NO;NO;0.000401334;0.000435286
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;NO;9;E;14;NO;8;46;NO;NO;n.a.;NO;7,06E-01;2,28E+00
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;14;NO;8;0;YES;NO;NO;NO;0.000103374;6,27E+00
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;n.a.;n.a.;14;NO;8;n.a.;NO;NO;NO;NO;0,00;1,05E+00
WH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;NO;NO;12;n.a.;12;n.a.;5;47;n.a.;n.a.;n.a.;n.a.;0,00;1,37E-01
WH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;NO;NO;15;n.a.;12;n.a.;5;51;n.a.;n.a.;n.a.;n.a.;0,00;3,43E-02
WH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;12;D;13;NO;5;49;NO;n.a.;NO;NO;8,11E+00;7,82E-01
WH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;12;F;13;NO;5;49;NO;n.a.;NO;NO;1,62E-01;9,42E+00
WH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;14;NO;8;46;NO;n.a.;NO;NO;7,37E+00;3,19E-01
WH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;14;NO;8;n.a.;YES;n.a.;NO;NO;1,29E+00;1,37E-01
WH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;14;NO;8;46;NO;n.a.;NO;NO;0.000330637;0.000235844
WH;Israel;FREESTANDING;FULLSIZE;WHITE;NO;NO;12;F;13;NO;5;49;NO;n.a.;NO;NO;3,24E-02;1,27E+00
WH;Israel;FREESTANDING;FULLSIZE;WHITE;NO;NO;11;D;13;NO;5;49;NO;n.a.;NO;NO;0,00;0.000168589
WH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;11;n.a.;13;NO;5;49;NO;n.a.;n.a.;NO;0.000192668;1,32E+00
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;12;F;13;NO;6;49;NO;NO;NO;NO;0.00019391;0.000224487
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;14;YES;11;43;YES;NO;NO;NO;8,02E+00;1,25E+00
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;14;YES;9;43;YES;YES;NO;NO;0,00;0.00012366
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;NO;8;46;YES;NO;NO;NO;1,28E+00;3,43E-02
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;YES;8;46;YES;NO;NO;NO;8,77E+00;0.000247174
WH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;NO;11;43;YES;n.a.;n.a.;NO;6,06E-02;6,83E-02
WH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;12;D;13;NO;5;49;NO;n.a.;NO;NO;0,00;3,43E-02
WH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;12;F;13;NO;5;49;NO;n.a.;NO;NO;5,93E-01;3,43E-02
WH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;14;NO;8;n.a.;YES;n.a.;NO;NO;0,00;1,17E+00
WH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;11;n.a.;13;NO;5;49;NO;n.a.;n.a.;NO;0,00;4,80E-01
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;NO;8;46;NO;NO;NO;NO;6,61E-03;1,96E-01
WH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;NO;8;46;YES;NO;NO;NO;2,56E+00;3,44E-01
TR;Israel;FREESTANDING;SLIMLINE;SILVER;NO;NO;13;n.a.;8;n.a.;7;52;n.a.;n.a.;n.a.;n.a.;1,12E-01;6,34E-02
TR;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;10;n.a.;14;NO;7;0;NO;NO;NO;NO;3,83E+00;1,81E-01
TR;Israel;FREESTANDING;FULLSIZE;SILVER;YES;NO;n.a.;n.a.;14;NO;6;49;YES;n.a.;NO;NO;4,12E+00;3,96E-01
TR;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;11;n.a.;14;YES;6;n.a.;NO;n.a.;NO;NO;5,12E-01;1,37E-01
TR;Israel;FREESTANDING;SLIMLINE;STAINLESS STEEL;NO;NO;9;n.a.;9;NO;n.a.;54;NO;n.a.;NO;NO;8,67E-01;1,05E-01
TR;Israel;FREESTANDING;SLIMLINE;WHITE;NO;NO;n.a.;n.a.;9;NO;4;0;NO;n.a.;NO;NO;4,96E-01;3,43E-02
TR;Israel;FREESTANDING;SLIMLINE;WHITE;YES;YES;10;n.a.;9;YES;4;45;NO;n.a.;NO;NO;5,43E+00;4,24E-01
TR;Israel;FREESTANDING;FULLSIZE;BLACK;YES;NO;9;A;15;NO;8;n.a.;YES;n.a.;NO;NO;6,97E+00;0.000163053
TR;Israel;FREESTANDING;FULLSIZE;BLACK;YES;NO;9;n.a.;15;NO;8;n.a.;YES;n.a.;NO;NO;0.000126916;0.000205198
TR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;9;A;15;NO;8;n.a.;YES;n.a.;NO;NO;9,72E+00;0.00016134
TR;Israel;FREESTANDING;FULLSIZE;WHITE;YES;NO;9;A;15;NO;8;n.a.;YES;n.a.;NO;NO;0.00010345;0.000141815
TR;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;NO;9;n.a.;15;NO;8;n.a.;YES;NO;NO;NO;0.000131873;0.000220601
TR;Israel;FREESTANDING;FULLSIZE;SILVER;YES;YES;8;n.a.;12;NO;5;n.a.;NO;n.a.;NO;NO;0,00;0.000279245
TR;Israel;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;NO;9;A;10;NO;6;n.a.;NO;n.a.;NO;NO;0.000143659;0.000276638
TR;Israel;FREESTANDING;SLIMLINE;WHITE;YES;NO;9;A;12;NO;6;n.a.;NO;n.a.;NO;NO;9,57E+00;0.000194064
TR;Israel;FREESTANDING;FULLSIZE;BLACK;YES;YES;9;n.a.;13;NO;8;49;YES;n.a.;NO;NO;0,00;7,66E+00
TR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;13;NO;5;n.a.;YES;n.a.;NO;NO;0,00;4,83E+00
TR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;13;NO;5;n.a.;YES;n.a.;NO;NO;0,00;0.000107218
TR;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;n.a.;13;NO;8;49;YES;n.a.;NO;NO;0,00;0.000104933
TR;Israel;FREESTANDING;FULLSIZE;WHITE;YES;NO;10;F;12;NO;n.a.;n.a.;n.a.;n.a.;NO;NO;0.00048986;0.000604382
TR;Israel;FREESTANDING;FULLSIZE;BLACK;YES;NO;10;F;12;NO;6;44;NO;n.a.;NO;NO;0.00030434;0.000466808
TR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;NO;NO;10;n.a.;12;NO;4;0;n.a.;n.a.;NO;NO;1,98E+00;1,80E-01
TR;Israel;FREESTANDING;FULLSIZE;WHITE;YES;NO;11;n.a.;14;NO;8;0;n.a.;n.a.;NO;NO;0.000154646;2,06E-01
TR;Israel;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;NO;NO;n.a.;n.a.;n.a.;n.a.;6;n.a.;n.a.;n.a.;NO;NO;6,61E-03;1,34E-01
AR;South Africa;FREESTANDING;FULLSIZE;ALL OTHER COL.;NO;NO;n.a.;n.a.;13;NO;5;n.a.;NO;n.a.;NO;NO;0.00411107;0.000582374
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;10;n.a.;12;YES;4;48;NO;n.a.;NO;NO;0.003143207;0.002861588
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;n.a.;13;NO;5;50;YES;n.a.;NO;NO;0.001941515;0.001275881
AR;South Africa;FREESTANDING;FULLSIZE;WHITE;NO;NO;11;n.a.;13;NO;5;n.a.;NO;n.a.;NO;NO;0.001935583;0.000671985
BH;South Africa;FREESTANDING;FULLSIZE;SILVER;NO;YES;9;n.a.;13;YES;6;48;YES;n.a.;n.a.;NO;0.001916984;0.00171596
AR;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;9;n.a.;14;YES;8;n.a.;NO;n.a.;NO;NO;0.001400967;0.000365824
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;n.a.;13;NO;4;n.a.;YES;n.a.;NO;VOICE CONTROL;0.001012867;6,23E+00
AR;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;NO;NO;11;n.a.;13;NO;5;n.a.;NO;n.a.;NO;NO;0.000872308;0.00015753
AR;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;15;YES;8;n.a.;YES;n.a.;NO;NO;0.000756581;0.001120594
BH;South Africa;FREESTANDING;FULLSIZE;WHITE;YES;YES;10;n.a.;12;YES;4;48;NO;n.a.;NO;NO;0.000741506;0.000731192
BH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;n.a.;n.a.;13;YES;n.a.;n.a.;NO;n.a.;NO;VOICE CONTROL;0.000663356;0.000240663
EL;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;NO;NO;11;n.a.;14;NO;7;49;YES;n.a.;NO;NO;0.000397926;1,52E-01
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;n.a.;14;YES;8;41;YES;n.a.;NO;VOICE CONTROL;0.000327104;0.000172831
AR;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;10;n.a.;13;YES;8;43;NO;n.a.;n.a.;NO;0.00025945;4,80E-01
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;6;A;13;YES;7;44;YES;n.a.;NO;VOICE CONTROL;0.000251969;0.000181245
BH;South Africa;FREESTANDING;FULLSIZE;WHITE;YES;YES;10;F;12;NO;3;52;NO;n.a.;NO;NO;0.000233748;0.000289552
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;6;n.a.;13;YES;8;44;YES;n.a.;NO;VOICE CONTROL;0.000221603;0.000247751
EL;South Africa;FREESTANDING;FULLSIZE;SILVER;YES;YES;n.a.;n.a.;15;NO;n.a.;n.a.;NO;n.a.;NO;NO;0.000192151;4,72E+00
BH;South Africa;FREESTANDING;FULLSIZE;WHITE;NO;NO;11;n.a.;12;YES;4;52;NO;n.a.;n.a.;NO;0.000185078;4,83E+00
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;NO;10;n.a.;12;NO;4;n.a.;NO;n.a.;NO;VOICE CONTROL;0.000174078;0.000357732
BH;South Africa;FREESTANDING;FULLSIZE;WHITE;YES;NO;10;A;12;NO;5;n.a.;NO;n.a.;NO;VOICE CONTROL;0.000147882;5,37E+00
WH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;11;43;YES;n.a.;NO;NO;0.000129394;4,20E+00
AR;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;11;A;14;NO;5;48;NO;n.a.;NO;NO;0.000116528;3,80E-01
BH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;9;B;13;YES;7;43;YES;n.a.;NO;VOICE CONTROL;0.000105257;0.000103952
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;NO;NO;11;n.a.;12;YES;4;52;YES;n.a.;n.a.;NO;0.000104898;1,37E+00
BH;South Africa;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;n.a.;13;YES;5;46;YES;n.a.;n.a.;NO;9,58E+00;5,07E+00
WH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;14;NO;8;46;NO;n.a.;NO;NO;9,56E+00;4,41E+00
BH;South Africa;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;5;n.a.;YES;NO;NO;VOICE CONTROL;9,25E+00;6,02E-01
BH;South Africa;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;12;n.a.;12;YES;5;52;NO;NO;NO;NO;9,01E+00;7,95E+00
WH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;NO;NO;12;F;13;NO;5;49;NO;n.a.;NO;NO;7,82E+00;5,36E+00
BH;South Africa;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;n.a.;A;14;YES;5;n.a.;NO;NO;YES;VOICE CONTROL;7,00E+00;0.000123809
AR;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;10;A;13;YES;8;n.a.;NO;n.a.;NO;NO;6,57E+00;3,91E+00
WH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;14;NO;8;46;YES;n.a.;NO;NO;6,32E+00;4,38E+00
BH;South Africa;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;A;14;YES;7;42;YES;n.a.;YES;VOICE CONTROL;5,67E-01;5,97E+00
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;6;n.a.;13;YES;8;42;YES;n.a.;n.a.;NO;4,76E+00;2,23E+00
WH;South Africa;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;14;YES;8;46;YES;NO;NO;NO;4,58E+00;1,21E+00
BH;South Africa;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;A;14;YES;6;n.a.;YES;YES;NO;VOICE CONTROL;3,12E+00;0.000125017
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;A;13;NO;6;48;YES;n.a.;NO;NO;2,82E-01;1,71E-01
AR;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;9;n.a.;15;YES;7;44;NO;n.a.;NO;NO;2,53E+00;2,83E+00
WH;South Africa;FREESTANDING;FULLSIZE;WHITE;NO;NO;12;F;13;NO;5;49;NO;n.a.;NO;NO;2,21E+00;1,16E+00
WH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;NO;NO;11;n.a.;13;NO;4;49;NO;n.a.;NO;NO;1,94E+00;1,30E+00
BH;South Africa;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;n.a.;13;YES;5;n.a.;YES;n.a.;NO;NO;1,81E+00;6,85E-02
AR;South Africa;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;14;NO;8;46;YES;NO;NO;NO;1,54E-01;5,51E+00
